nome_arquivo,extensao,tamanho_kb,entropia,tem_macros,categoria,nivel_risco,classe
surface.png,png,741,4.063807072677834,False,imagens,baixo,seguro
tracking.pptm,pptm,970,6.979012434958158,True,macros,alto,malicioso
food.xls,xls,1121,5.841549288882955,False,planilhas,baixo,seguro
education.doc,doc,482,4.248470783972838,False,documentos,baixo,seguro
password.jpg,jpg,2254,4.605055782724312,False,imagens,baixo,seguro
article.bmp,bmp,260,4.225814283768835,False,imagens,baixo,seguro
effect.bmp,bmp,3897,5.26064074526728,False,imagens,baixo,seguro
unit.pptx,pptx,750,4.355208129304286,False,apresentacoes,baixo,seguro
password.js,js,3738,7.2876209675728445,True,executaveis,alto,malicioso
our.bmp,bmp,82,4.922291619588035,False,imagens,baixo,seguro
your_bar.xlsx,xlsx,2077,5.325031648689931,False,planilhas,baixo,seguro
verify.odp,odp,3481,6.186448925207751,False,apresentacoes,baixo,seguro
bed.pptx,pptx,4275,5.972932464411991,False,apresentacoes,baixo,seguro
sign.bmp,bmp,3075,5.184371351763803,False,imagens,baixo,seguro
mention.pptx,pptx,2764,6.465082897465301,False,apresentacoes,baixo,seguro
team.pptx,pptx,2457,4.065080243720024,False,apresentacoes,baixo,seguro
authority.exe,exe,9880,6.767787009887454,True,executaveis,alto,malicioso
document_refund.vbs,vbs,6678,6.737722349910371,True,executaveis,alto,malicioso
update.csv,csv,4389,5.41494076963284,False,planilhas,baixo,seguro
soon.svg,svg,1402,6.0219160837892,False,imagens,baixo,seguro
no_space.csv,csv,2128,5.675559911318358,False,planilhas,baixo,seguro
car.vbs,vbs,1513,6.4222816718745115,True,executaveis,alto,malicioso
statement.pptx,pptx,3054,4.281677706217111,False,apresentacoes,baixo,seguro
shipping.pptx,pptx,449,6.0991801090776185,False,apresentacoes,baixo,seguro
password.zip,zip,6303,7.006693158796995,False,compactados,medio,malicioso
order_account.bat,bat,1374,6.926403606921404,False,executaveis,alto,malicioso
career_receive.csv,csv,2250,4.128147105005233,False,planilhas,baixo,seguro
may.xlsx,xlsx,731,3.8882178727048577,False,planilhas,baixo,seguro
your.svg,svg,3920,4.649949260160382,False,imagens,baixo,seguro
invoice.vbs,vbs,8750,6.362095748886769,False,executaveis,alto,malicioso
often.xlsx,xlsx,1066,3.8081246700186386,False,planilhas,baixo,seguro
company_evidence.ppt,ppt,2392,4.867778935905514,False,apresentacoes,baixo,seguro
bank.pptx,pptx,2817,6.488416744054492,False,apresentacoes,baixo,seguro
account.png,png,3314,3.557374199369958,False,imagens,baixo,seguro
news_turn.xlsx,xlsx,4143,4.006954225670441,False,planilhas,baixo,seguro
policy_land.odp,odp,2105,5.813748990030589,False,apresentacoes,baixo,seguro
invoice_confidential.ppt,ppt,6878,6.844197148997203,True,apresentacoes,alto,malicioso
invoice_confidential.rar,rar,8574,6.512956584120659,False,compactados,alto,malicioso
confidential.rtf,rtf,2325,3.8420376580527438,False,documentos,baixo,seguro
verify.ps1,ps1,3354,6.680051489446535,False,executaveis,alto,malicioso
development.tar,tar,7925,6.628146870773733,True,compactados,alto,malicioso
bank.rtf,rtf,8433,6.1425916058925605,False,documentos,medio,malicioso
woman.odp,odp,2435,4.292375068313122,False,apresentacoes,baixo,seguro
payment.pdf,pdf,2390,4.580643992161663,False,documentos,baixo,seguro
payment_bank.xls,xls,2843,6.624455569530294,False,planilhas,medio,malicioso
notice.odp,odp,1508,3.841495999711249,False,apresentacoes,baixo,seguro
someone.gif,gif,3927,5.89969729084685,False,imagens,baixo,seguro
show.xls,xls,1315,3.8111393172151082,False,planilhas,baixo,seguro
road_deep.bmp,bmp,3120,5.837492883770143,False,imagens,baixo,seguro
sell.odp,odp,2190,6.917851347094448,False,apresentacoes,medio,malicioso
statement_tracking.xls,xls,9497,7.37516973222437,True,planilhas,alto,malicioso
update.xls,xls,6355,6.282443459288499,False,planilhas,medio,malicioso
forget_inside.pdf,pdf,3854,6.055613454338198,False,documentos,baixo,seguro
statement.xls,xls,1983,4.492684527564311,False,planilhas,baixo,seguro
remain.ppt,ppt,3111,4.709830980385169,False,apresentacoes,baixo,seguro
rate.xlsm,xlsm,7391,6.167237737234827,True,macros,alto,malicioso
hour.gif,gif,155,3.8079299644404574,False,imagens,baixo,seguro
left_we.jpg,jpg,754,5.875349855516924,False,imagens,baixo,seguro
nation.odp,odp,3747,6.351065389980097,False,apresentacoes,baixo,seguro
order.ppt,ppt,2729,5.180452535318205,False,apresentacoes,baixo,seguro
confidential_update.csv,csv,85,6.648578517695993,False,planilhas,medio,malicioso
live.odp,odp,385,6.190631356034175,False,apresentacoes,baixo,seguro
refund.jpeg,jpeg,886,4.26286793375429,False,imagens,baixo,seguro
order.js,js,3172,7.361897037491752,True,executaveis,alto,malicioso
order.gz,gz,9705,7.8167616110889275,True,compactados,alto,malicioso
camera_end.jpg,jpg,3555,6.01644833203675,False,imagens,baixo,seguro
account.rar,rar,2153,6.1967525261347784,False,compactados,alto,malicioso
refund.odp,odp,4998,6.247730725091298,False,apresentacoes,baixo,seguro
down.csv,csv,2419,4.858537118244101,False,planilhas,baixo,seguro
tracking_delivery.pptm,pptm,5193,7.352561277150776,True,macros,alto,malicioso
attack.xlsx,xlsx,2838,6.263575293251284,False,planilhas,baixo,seguro
ground.xlsx,xlsx,2650,5.631058181421576,False,planilhas,baixo,seguro
against.odp,odp,3429,5.52273045661752,False,apresentacoes,baixo,seguro
per.pptx,pptx,6970,7.535779080720722,False,apresentacoes,medio,malicioso
once.txt,txt,1647,4.300934808332883,False,documentos,baixo,seguro
payment.csv,csv,4885,6.387601716308508,False,planilhas,medio,malicioso
delivery.docm,docm,9245,6.738884658004578,True,macros,alto,malicioso
drug.odp,odp,3184,4.749698712454035,False,apresentacoes,baixo,seguro
per.odp,odp,1673,5.361685086835547,False,apresentacoes,baixo,seguro
receipt.jpeg,jpeg,4830,5.139845410103724,False,imagens,baixo,seguro
discussion_account.xlsx,xlsx,620,4.0609297445969705,False,planilhas,baixo,seguro
avoid.xls,xls,4569,4.292718785928186,False,planilhas,baixo,seguro
second.csv,csv,1278,3.6198217679642894,False,planilhas,baixo,seguro
program.odp,odp,2477,4.97165282346103,False,apresentacoes,baixo,seguro
statement.docm,docm,3062,6.989151945930237,True,macros,alto,malicioso
artist.ods,ods,2872,4.163594243304359,False,planilhas,baixo,seguro
drop_author.csv,csv,4355,4.924571566208401,False,planilhas,baixo,seguro
receipt.zip,zip,4044,7.821903950540474,False,compactados,alto,malicioso
western.txt,txt,212,6.234007779885854,False,documentos,baixo,seguro
order.odp,odp,3997,3.6315549827315055,False,apresentacoes,baixo,seguro
almost.csv,csv,1381,6.414886309719298,False,planilhas,baixo,seguro
trade.odt,odt,1756,6.0948525671378935,False,documentos,baixo,seguro
refund.msi,msi,1231,7.419092568781098,True,executaveis,alto,malicioso
payment_verify.docm,docm,9193,6.133839975241038,True,macros,alto,malicioso
tax.ods,ods,326,6.740053547764328,True,planilhas,alto,malicioso
payment.gz,gz,1239,6.679630263621291,False,compactados,medio,malicioso
document.7z,7z,7220,6.724685791512692,False,compactados,medio,malicioso
give_avoid.txt,txt,3213,5.890311311129136,False,documentos,baixo,seguro
my.odp,odp,3066,6.3721749473243605,False,apresentacoes,baixo,seguro
invoice.rar,rar,6506,7.0205888922534765,False,compactados,alto,malicioso
economy.ppt,ppt,4208,3.9273653513406446,False,apresentacoes,baixo,seguro
account.7z,7z,9344,7.619277142758204,False,compactados,medio,malicioso
family_relationship.svg,svg,561,4.252062844444865,False,imagens,baixo,seguro
receipt.ods,ods,1060,5.513886697340153,False,planilhas,baixo,seguro
password_order.pptm,pptm,5429,7.171050617492961,True,macros,alto,malicioso
receipt.rar,rar,7067,6.320415070721363,True,compactados,alto,malicioso
mention.ods,ods,2726,6.133657488523885,False,planilhas,baixo,seguro
confidential_urgent.xlsm,xlsm,4647,7.631555945204519,True,macros,alto,malicioso
difficult.xlsx,xlsx,636,5.682276101605593,False,planilhas,baixo,seguro
notice.rtf,rtf,4752,4.715403402653342,False,documentos,baixo,seguro
cause.xls,xls,4431,4.916311852348778,False,planilhas,baixo,seguro
several.csv,csv,4840,5.699680481638703,False,planilhas,baixo,seguro
worry.ppt,ppt,3260,4.5915966742225125,False,apresentacoes,baixo,seguro
us.odt,odt,1368,5.771618213820532,False,documentos,baixo,seguro
own.ods,ods,4645,5.478239920858931,False,planilhas,baixo,seguro
payment.ods,ods,1802,5.784417133502114,False,planilhas,baixo,seguro
part_material.xls,xls,1703,5.053655689382391,False,planilhas,baixo,seguro
eight.ods,ods,810,6.075818927311306,False,planilhas,medio,malicioso
still.7z,7z,4364,7.099399726348111,False,compactados,medio,malicioso
urgent.xlsm,xlsm,6215,7.848080805866127,True,macros,alto,malicioso
material.ods,ods,3998,5.8779723603004985,False,planilhas,baixo,seguro
order.rtf,rtf,1366,4.189972298080211,False,documentos,baixo,seguro
surface_investment.ppt,ppt,4941,5.6519081253622865,False,apresentacoes,baixo,seguro
customer.cmd,cmd,1906,6.914881633840023,False,executaveis,alto,malicioso
between.xlsx,xlsx,2006,3.629432994005496,False,planilhas,baixo,seguro
bill_reason.xlsx,xlsx,4698,3.940595300255239,False,planilhas,baixo,seguro
tracking.csv,csv,3331,5.298072568384789,False,planilhas,baixo,seguro
document.vbs,vbs,3598,6.853486387076968,False,executaveis,alto,malicioso
lawyer.jpeg,jpeg,1179,5.883848210781354,False,imagens,baixo,seguro
health.csv,csv,3724,5.2896000874920786,False,planilhas,baixo,seguro
land_item.doc,doc,145,4.107045647264526,False,documentos,baixo,seguro
manage_treat.jpeg,jpeg,4923,3.6171096908543845,False,imagens,baixo,seguro
shoulder_arm.pdf,pdf,4953,5.117857958991567,False,documentos,baixo,seguro
report.odt,odt,3044,6.124472902196011,False,documentos,baixo,seguro
shipping.jpeg,jpeg,3133,4.5515534413393155,False,imagens,baixo,seguro
ready.txt,txt,1914,6.230256070026455,False,documentos,baixo,seguro
race.docx,docx,2121,4.067063041153612,False,documentos,baixo,seguro
tracking_password.rtf,rtf,5225,6.7768056466304705,True,documentos,alto,malicioso
delivery.7z,7z,6040,7.162573286321498,False,compactados,medio,malicioso
delivery.cmd,cmd,6115,7.062278276341644,False,executaveis,alto,malicioso
billion.odp,odp,1141,6.064996768470791,False,apresentacoes,baixo,seguro
ask.odt,odt,1335,3.8008358526481274,False,documentos,baixo,seguro
payment.png,png,1326,4.667311041755309,False,imagens,baixo,seguro
refund_verify.doc,doc,3683,6.704586739481058,False,documentos,medio,malicioso
interesting.gif,gif,4904,3.6723891037490035,False,imagens,baixo,seguro
should_group.ods,ods,4254,4.358019535126086,False,planilhas,baixo,seguro
update.gz,gz,640,6.6835059967233805,False,compactados,medio,malicioso
receipt.docx,docx,6692,7.113552313898428,False,documentos,medio,malicioso
delivery.pdf,pdf,5753,6.660202668832589,False,documentos,medio,malicioso
such.cmd,cmd,9469,6.00883775797564,True,executaveis,alto,malicioso
statement.zip,zip,8459,7.817747764212023,False,compactados,medio,malicioso
training.odp,odp,3971,5.809901578201501,False,apresentacoes,baixo,seguro
boy.ods,ods,498,6.915743307925089,True,planilhas,alto,malicioso
statement.vbs,vbs,5835,6.981358012689193,True,executaveis,alto,malicioso
energy.ppt,ppt,2811,3.7280864616010674,False,apresentacoes,baixo,seguro
verify_password.csv,csv,8225,7.4005132710886485,True,planilhas,alto,malicioso
update.docm,docm,5883,6.296391580104702,True,macros,alto,malicioso
shipping.pdf,pdf,64,5.792732637906581,False,documentos,baixo,seguro
dark.txt,txt,4716,6.10630650687366,False,documentos,baixo,seguro
tracking.jpeg,jpeg,2305,4.693638493614483,False,imagens,baixo,seguro
customer.xls,xls,4439,3.597687941099894,False,planilhas,baixo,seguro
account.pptx,pptx,3755,6.429521585711125,False,apresentacoes,baixo,seguro
not_list.png,png,1736,4.638284010760669,False,imagens,baixo,seguro
challenge.docx,docx,1543,5.145690201137565,False,documentos,baixo,seguro
knowledge.csv,csv,3007,4.051741022589132,False,planilhas,baixo,seguro
receipt.pptm,pptm,4631,6.856385083807927,True,macros,alto,malicioso
cover.rar,rar,4472,7.52776640391372,False,compactados,medio,malicioso
invoice_shipping.rar,rar,2253,7.891567363569243,False,compactados,alto,malicioso
family.pptx,pptx,4661,3.6431279122472233,False,apresentacoes,baixo,seguro
maintain_enjoy.odt,odt,2093,4.929618273056411,False,documentos,baixo,seguro
receipt.csv,csv,4272,6.6538665252751645,False,planilhas,medio,malicioso
password.odp,odp,4735,5.227683372420046,False,apresentacoes,baixo,seguro
two.csv,csv,4003,5.824233101379711,False,planilhas,baixo,seguro
wind_bag.jpg,jpg,1196,6.104772951474239,False,imagens,baixo,seguro
tax.ods,ods,1218,6.150312662182741,True,planilhas,alto,malicioso
level.pptx,pptx,4969,5.433932879465565,False,apresentacoes,baixo,seguro
receipt.pptx,pptx,4818,5.062807074908749,False,apresentacoes,baixo,seguro
system.msi,msi,2098,7.382767591221569,False,executaveis,alto,malicioso
account_confidential.odp,odp,1095,7.7799079572373095,False,apresentacoes,medio,malicioso
tracking.pdf,pdf,691,3.8117852120649576,False,documentos,baixo,seguro
training.odt,odt,6437,6.587804241744998,True,documentos,alto,malicioso
account_receipt.rar,rar,5378,7.642058169131682,False,compactados,medio,malicioso
delivery_order.pptx,pptx,9290,6.826457005698782,False,apresentacoes,medio,malicioso
total_oil.pptx,pptx,743,4.825580916729603,False,apresentacoes,baixo,seguro
billion.pptx,pptx,10,5.069948721275772,False,apresentacoes,baixo,seguro
apply.csv,csv,4039,6.340872535604373,False,planilhas,baixo,seguro
reach.png,png,2409,5.2910112566772565,False,imagens,baixo,seguro
now.rtf,rtf,4602,4.811319099249364,False,documentos,baixo,seguro
tax.xlsx,xlsx,3109,4.16177727869854,False,planilhas,baixo,seguro
verify_delivery.rar,rar,4454,6.78451736537517,False,compactados,alto,malicioso
verify.tar,tar,8110,6.356799940833621,True,compactados,alto,malicioso
think.rtf,rtf,2321,4.307585398667436,False,documentos,baixo,seguro
administration_better.svg,svg,130,4.980738659587236,False,imagens,baixo,seguro
with.xlsm,xlsm,7647,7.324176125256024,True,macros,alto,malicioso
some.docx,docx,1206,3.6681150332056784,False,documentos,baixo,seguro
time_economic.jpg,jpg,2058,5.951752171998711,False,imagens,baixo,seguro
update.pdf,pdf,3162,5.813675999082004,False,documentos,baixo,seguro
confidential.zip,zip,3465,6.898368535483879,False,compactados,alto,malicioso
compare_investment.ppt,ppt,4512,5.062778758752529,False,apresentacoes,baixo,seguro
payment.7z,7z,3618,7.849220714826615,True,compactados,alto,malicioso
mention.png,png,4799,3.858948776032216,False,imagens,baixo,seguro
shipping.xls,xls,4894,3.9649758272930677,False,planilhas,baixo,seguro
statement.doc,doc,1033,6.1135727500579025,False,documentos,medio,malicioso
statement.doc,doc,5740,7.5304982155145135,False,documentos,medio,malicioso
medical.xls,xls,1113,4.2520887233018065,False,planilhas,baixo,seguro
delivery.txt,txt,2424,5.128202230417083,False,documentos,baixo,seguro
statement.rar,rar,4560,7.648557495918603,False,compactados,medio,malicioso
verify.rar,rar,7489,6.001367674576074,False,compactados,alto,malicioso
different.xls,xls,1966,4.462082282923242,False,planilhas,baixo,seguro
shipping.tar,tar,2575,7.164774560466001,True,compactados,alto,malicioso
urgent_bank.pdf,pdf,2976,7.659636277403088,True,documentos,alto,malicioso
treatment.jpeg,jpeg,3193,5.4737637748549055,False,imagens,baixo,seguro
receipt_urgent.gz,gz,264,7.7674009699371975,True,compactados,alto,malicioso
institution.jpg,jpg,2966,5.174059668410065,False,imagens,baixo,seguro
payment.png,png,2187,5.087062493875321,False,imagens,baixo,seguro
weight_artist.docx,docx,4265,3.7913577504729874,False,documentos,baixo,seguro
community.ods,ods,2047,5.210083006888443,False,planilhas,baixo,seguro
confidential.odp,odp,9496,6.680130395155667,False,apresentacoes,medio,malicioso
hundred_able.jpg,jpg,3299,5.014078341517886,False,imagens,baixo,seguro
statement.ods,ods,4516,6.474388971854381,False,planilhas,baixo,seguro
refund.xlsm,xlsm,5349,7.1559854034883745,True,macros,alto,malicioso
verify.ods,ods,2959,6.384955326894003,False,planilhas,baixo,seguro
in_evidence.gif,gif,2340,5.287288479871357,False,imagens,baixo,seguro
with.csv,csv,1769,6.067161276524619,False,planilhas,baixo,seguro
step.7z,7z,8426,7.05701386246286,False,compactados,medio,malicioso
bank_update.cmd,cmd,3867,6.486863293059476,True,executaveis,alto,malicioso
urgent.bmp,bmp,2669,5.87871258294284,False,imagens,baixo,seguro
still.gz,gz,1612,7.130939284863202,True,compactados,alto,malicioso
statement.jpg,jpg,2860,6.139377507950552,False,imagens,baixo,seguro
confidential.gif,gif,1867,5.743035971807968,False,imagens,baixo,seguro
tax_tracking.odt,odt,724,6.60670142640074,False,documentos,medio,malicioso
look_feeling.odp,odp,3228,6.413120734221106,False,apresentacoes,baixo,seguro
land.doc,doc,1222,3.896567136112634,False,documentos,baixo,seguro
verify_tracking.zip,zip,7168,7.470267759456888,True,compactados,alto,malicioso
password.rar,rar,8639,6.467867096963515,True,compactados,alto,malicioso
same.png,png,931,5.515242660349206,False,imagens,baixo,seguro
side.png,png,4875,5.466229573433253,False,imagens,baixo,seguro
order.docx,docx,7266,6.0852673467696095,False,documentos,medio,malicioso
step.csv,csv,712,3.8371152223553127,False,planilhas,baixo,seguro
only.rar,rar,4763,6.02609325611752,False,compactados,alto,malicioso
recently_serious.gif,gif,4417,4.135625940646261,False,imagens,baixo,seguro
message.odp,odp,1167,5.585213430943084,False,apresentacoes,baixo,seguro
clear.txt,txt,366,4.2663690336865105,False,documentos,baixo,seguro
customer.docx,docx,2232,3.659255745968837,False,documentos,baixo,seguro
verify.pdf,pdf,5951,7.642136319763912,True,documentos,alto,malicioso
tax.pptx,pptx,1681,7.717356914277124,False,apresentacoes,medio,malicioso
order.msi,msi,402,6.075529566184022,False,executaveis,alto,malicioso
fine.pptx,pptx,160,4.5403397087226365,False,apresentacoes,baixo,seguro
director_article.pptx,pptx,4116,4.3276348369991675,False,apresentacoes,baixo,seguro
particularly.odt,odt,251,6.332410094624892,False,documentos,baixo,seguro
tax.doc,doc,1488,7.386790361450565,False,documentos,medio,malicioso
update.odp,odp,7037,7.844020628880912,False,apresentacoes,medio,malicioso
bank.rar,rar,3364,7.63891655700213,True,compactados,alto,malicioso
bank.ods,ods,4637,6.251336362020252,False,planilhas,baixo,seguro
simply.ppt,ppt,979,4.052405647581762,False,apresentacoes,baixo,seguro
statement.odt,odt,6833,7.82627275572254,True,documentos,alto,malicioso
password_account.odp,odp,479,7.4486502190926345,False,apresentacoes,medio,malicioso
occur_ask.odp,odp,1912,4.192737132773799,False,apresentacoes,baixo,seguro
small.docx,docx,1108,5.006973762351384,False,documentos,baixo,seguro
tax.odp,odp,2303,6.311194113397551,True,apresentacoes,alto,malicioso
refund.jpg,jpg,1833,5.7270999849886985,False,imagens,baixo,seguro
former.xlsx,xlsx,3608,6.10138700791581,False,planilhas,baixo,seguro
art.xlsm,xlsm,7055,6.769246859660804,True,macros,alto,malicioso
tax.rtf,rtf,2573,4.682452126104494,False,documentos,baixo,seguro
apply.rtf,rtf,357,6.133339814748682,False,documentos,baixo,seguro
pattern.tar,tar,693,7.059631804645479,False,compactados,medio,malicioso
me.doc,doc,2504,5.821031037590377,False,documentos,baixo,seguro
morning_wide.pptx,pptx,456,5.569858875504948,False,apresentacoes,baixo,seguro
order.ods,ods,750,5.6679403744784995,False,planilhas,baixo,seguro
refund_invoice.gz,gz,2980,6.86199339793324,False,compactados,medio,malicioso
tonight.ods,ods,1353,5.655124159155689,False,planilhas,baixo,seguro
nice.pdf,pdf,2983,3.755919632102936,False,documentos,baixo,seguro
account_tax.odp,odp,769,7.4596946151903385,False,apresentacoes,medio,malicioso
account.xlsx,xlsx,430,4.758745073707302,False,planilhas,baixo,seguro
order.odp,odp,2375,5.379358548984587,False,apresentacoes,baixo,seguro
verify_shipping.msi,msi,8219,7.032652203248171,True,executaveis,alto,malicioso
coach.jpeg,jpeg,3727,4.73045409713407,False,imagens,baixo,seguro
delivery_delivery.zip,zip,3451,6.092945719891756,True,compactados,alto,malicioso
art.doc,doc,9521,7.592227428005952,True,documentos,alto,malicioso
movie.pdf,pdf,1331,5.516271485784214,False,documentos,baixo,seguro
receipt.ods,ods,303,3.7793788634653085,False,planilhas,baixo,seguro
be.xlsm,xlsm,7051,7.602288297160678,True,macros,alto,malicioso
verify_refund.docm,docm,8645,6.398706201628417,True,macros,alto,malicioso
today.xls,xls,4343,6.4615677912757485,False,planilhas,baixo,seguro
cultural.svg,svg,2362,4.781160815257831,False,imagens,baixo,seguro
authority.csv,csv,9268,6.943154158349641,False,planilhas,medio,malicioso
update.gif,gif,2389,6.437772978698211,False,imagens,baixo,seguro
physical.pdf,pdf,976,5.712405126871238,False,documentos,baixo,seguro
statement_password.tar,tar,235,7.2171747906674115,False,compactados,medio,malicioso
author.ppt,ppt,2663,5.801097802954866,False,apresentacoes,baixo,seguro
invoice.xlsm,xlsm,3228,6.6279781809767195,True,macros,alto,malicioso
Republican.odp,odp,301,5.436956661993724,False,apresentacoes,baixo,seguro
training.jpeg,jpeg,4408,6.187785804311401,False,imagens,baixo,seguro
payment.gif,gif,4278,4.398031239918082,False,imagens,baixo,seguro
easy_international.odp,odp,2727,5.8986060004574,False,apresentacoes,baixo,seguro
call.xls,xls,4645,7.59740439175985,True,planilhas,alto,malicioso
tax_confidential.rar,rar,5100,7.340005749686487,True,compactados,alto,malicioso
year.docx,docx,1956,4.614750730661444,False,documentos,baixo,seguro
account_payment.xlsx,xlsx,3361,7.7353723077174115,False,planilhas,medio,malicioso
bank.txt,txt,1568,4.520347712717282,False,documentos,baixo,seguro
bank.7z,7z,1659,7.562063184129593,False,compactados,medio,malicioso
order_tracking.doc,doc,1947,6.007808751544837,False,documentos,medio,malicioso
payment_document.ppt,ppt,418,7.097363685377973,True,apresentacoes,alto,malicioso
verify.xlsx,xlsx,7277,7.27513567971838,True,planilhas,alto,malicioso
voice.csv,csv,4594,5.042181985878392,False,planilhas,baixo,seguro
over_employee.csv,csv,2330,5.222248827922904,False,planilhas,baixo,seguro
particular.xls,xls,4438,4.830942915023703,False,planilhas,baixo,seguro
phone.xls,xls,877,4.650798918019232,False,planilhas,baixo,seguro
among.txt,txt,4865,5.388412069592798,False,documentos,baixo,seguro
president.bmp,bmp,1633,5.638696054184494,False,imagens,baixo,seguro
beat.ppt,ppt,7679,7.078799674290501,True,apresentacoes,alto,malicioso
document.pptx,pptx,7675,6.8940371620671375,False,apresentacoes,medio,malicioso
kind.7z,7z,6473,6.348370836148171,False,compactados,medio,malicioso
really_past.pptx,pptx,3903,3.8386611719006485,False,apresentacoes,baixo,seguro
document.gif,gif,2865,5.313320694297811,False,imagens,baixo,seguro
other.xls,xls,886,4.477609184894335,False,planilhas,baixo,seguro
refund_update.ods,ods,9027,6.302138550209956,False,planilhas,medio,malicioso
necessary.docx,docx,3541,5.852941929851589,False,documentos,baixo,seguro
delivery.bmp,bmp,1944,4.019256368188834,False,imagens,baixo,seguro
shipping_order.odp,odp,5380,7.054666632306147,False,apresentacoes,medio,malicioso
tax_payment.docm,docm,1533,6.413462369534104,True,macros,alto,malicioso
bank.xls,xls,3720,5.093767463225944,False,planilhas,baixo,seguro
four_worry.bmp,bmp,2603,4.39920600288234,False,imagens,baixo,seguro
receipt.pptx,pptx,741,5.24818093347816,False,apresentacoes,baixo,seguro
every.pptx,pptx,4869,6.118580061208632,False,apresentacoes,medio,malicioso
receipt.pdf,pdf,908,6.083743518938331,False,documentos,baixo,seguro
democratic.doc,doc,2616,5.635320955130226,False,documentos,baixo,seguro
relationship_sense.gif,gif,1430,4.924614238867212,False,imagens,baixo,seguro
receipt.ods,ods,3427,3.962801872681175,False,planilhas,baixo,seguro
former.xlsx,xlsx,1189,5.664017697085932,False,planilhas,baixo,seguro
refund.docm,docm,9952,7.767590923673197,True,macros,alto,malicioso
edge.ods,ods,3696,4.654144153490079,False,planilhas,baixo,seguro
shipping.pptm,pptm,3928,7.353046998033559,True,macros,alto,malicioso
payment.gz,gz,6088,6.215012302268376,False,compactados,medio,malicioso
tracking.doc,doc,2299,4.894808981946474,False,documentos,baixo,seguro
urgent.rtf,rtf,2018,4.917354717045937,False,documentos,baixo,seguro
evidence.odt,odt,2569,5.339117341923139,False,documentos,baixo,seguro
tracking.ppt,ppt,9453,7.394247640146886,False,apresentacoes,medio,malicioso
individual.pptx,pptx,4905,5.748275838138256,False,apresentacoes,baixo,seguro
shipping.pptx,pptx,9435,6.098077781103609,False,apresentacoes,medio,malicioso
catch_remain.docx,docx,639,6.054335768157903,False,documentos,baixo,seguro
verify_confidential.ps1,ps1,9943,6.331766310552134,False,executaveis,alto,malicioso
quite_first.ods,ods,1944,4.954755541253295,False,planilhas,baixo,seguro
lot.docx,docx,2426,7.131533774543476,False,documentos,medio,malicioso
order.ods,ods,2790,6.400627820176922,False,planilhas,medio,malicioso
four.ppt,ppt,960,3.657569590976843,False,apresentacoes,baixo,seguro
woman.gif,gif,4372,4.200983935143071,False,imagens,baixo,seguro
tracking.ods,ods,244,6.54870522217246,False,planilhas,medio,malicioso
payment_delivery.pptm,pptm,5847,7.8167489461902875,True,macros,alto,malicioso
verify.bmp,bmp,2754,4.310978351542826,False,imagens,baixo,seguro
society.docx,docx,1990,5.702940367278975,False,documentos,baixo,seguro
account_invoice.ps1,ps1,188,7.580210049667274,True,executaveis,alto,malicioso
would.rtf,rtf,1807,5.675751968099855,False,documentos,baixo,seguro
baby.ppt,ppt,475,6.315516403186439,False,apresentacoes,baixo,seguro
confidential_bank.rtf,rtf,6209,7.247149794931186,False,documentos,medio,malicioso
act_low.xls,xls,3835,5.481433539156215,False,planilhas,baixo,seguro
pretty.odt,odt,3507,5.5766644754273775,False,documentos,baixo,seguro
order_black.pptx,pptx,521,4.648397007329548,False,apresentacoes,baixo,seguro
back.ppt,ppt,1467,4.821724498333003,False,apresentacoes,baixo,seguro
note_different.jpeg,jpeg,4040,3.8252914058537613,False,imagens,baixo,seguro
move_evidence.jpeg,jpeg,3627,5.64620095325253,False,imagens,baixo,seguro
verify.exe,exe,357,7.703373546493297,True,executaveis,alto,malicioso
bank.odt,odt,6461,7.091816478275039,False,documentos,medio,malicioso
urgent.ods,ods,104,6.730405360556357,False,planilhas,medio,malicioso
receipt_document.rtf,rtf,6613,6.10486987904696,False,documentos,medio,malicioso
cause.docx,docx,669,6.023544761381433,False,documentos,baixo,seguro
payment.xlsx,xlsx,3179,6.56785365583134,True,planilhas,alto,malicioso
worker.odt,odt,3597,5.70597254908378,False,documentos,baixo,seguro
update.exe,exe,1082,7.506204426490135,False,executaveis,alto,malicioso
payment_payment.docm,docm,6693,6.224555506573532,True,macros,alto,malicioso
delivery_update.odp,odp,1230,6.070067568103771,True,apresentacoes,alto,malicioso
bank_payment.xls,xls,5085,7.559404523730461,True,planilhas,alto,malicioso
confidential.xls,xls,945,4.99143048960665,False,planilhas,baixo,seguro
happy.pdf,pdf,7033,6.640951909436955,False,documentos,medio,malicioso
upon.png,png,4481,3.9119882059452653,False,imagens,baixo,seguro
statement_verify.pdf,pdf,2364,7.439345163768479,True,documentos,alto,malicioso
authority_until.odp,odp,4777,3.622096683085804,False,apresentacoes,baixo,seguro
election.odt,odt,138,6.138880822516251,False,documentos,baixo,seguro
hope.pdf,pdf,4873,6.160745425903757,False,documentos,baixo,seguro
bank.pptm,pptm,8620,6.855796348920908,True,macros,alto,malicioso
feel_coach.xlsx,xlsx,1484,5.6515962667738115,False,planilhas,baixo,seguro
document.odt,odt,2859,4.756357610327826,False,documentos,baixo,seguro
left.xlsx,xlsx,793,5.356762819630681,False,planilhas,baixo,seguro
password.ods,ods,2274,3.6592070578124893,False,planilhas,baixo,seguro
